Scopus Source ID,Title,Citation Count,Scholarly Output,Percent Cited,CiteScore 2020,SNIP,SJR,Scopus ASJC Code (Sub-subject Area),Scopus Sub-Subject Area,Percentile,RANK,Rank Out Of,Publisher,Type,Open Access,Quartile,Top 10% (CiteScore Percentile),URL Scopus Source ID,Print ISSN,E-ISSN
28497,Inverse Problems,2731,733,70,3.7,1.394,1.003,1711,Signal Processing,56,48,108,Institute of Physics Publishing,j, NO,2,FALSE,https://www.scopus.com/sourceid/28497,2665611,
28499,Journal of Combinatorial Optimization,1233,579,60,2.1,1.027,0.538,1703,Computational Theory and Mathematics,48,69,133,Springer Nature,j, NO,3,FALSE,https://www.scopus.com/sourceid/28499,13826905,15732886
28499,Journal of Combinatorial Optimization,1233,579,60,2.1,1.027,0.538,1706,Computer Science Applications,44,386,693,Springer Nature,j, NO,3,FALSE,https://www.scopus.com/sourceid/28499,13826905,15732886
28501,Journal of Mathematical Imaging and Vision,1011,292,70,3.5,1.144,0.504,1707,Computer Vision and Pattern Recognition,54,39,85,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/28501,9249907,15737683
28511,Mathematical and Computer Modelling of Dynamical Systems,221,114,64,1.9,0.502,0.194,1706,Computer Science Applications,41,406,693,Taylor & Francis,j, NO,3,FALSE,https://www.scopus.com/sourceid/28511,13873954,
28511,Mathematical and Computer Modelling of Dynamical Systems,221,114,64,1.9,0.502,0.194,1712,Software,30,271,389,Taylor & Francis,j, NO,3,FALSE,https://www.scopus.com/sourceid/28511,13873954,
28512,Mathematical Programming,2849,422,85,6.8,2.814,2.358,1712,Software,79,80,389,Springer Nature,j, NO,1,FALSE,https://www.scopus.com/sourceid/28512,255610,14364646
28535,Networks,778,207,68,3.8,1.319,0.977,1710,Information Systems,63,119,329,Wiley-Blackwell,j, NO,2,FALSE,https://www.scopus.com/sourceid/28535,283045,10970037
28535,Networks,778,207,68,3.8,1.319,0.977,1705,Computer Networks and Communications,63,124,334,Wiley-Blackwell,j, NO,2,FALSE,https://www.scopus.com/sourceid/28535,283045,10970037
28538,Optimization Methods and Software,868,245,74,3.5,1.499,0.789,1712,Software,51,188,389,Taylor & Francis,j, NO,2,FALSE,https://www.scopus.com/sourceid/28538,10556788,10294937
28540,SIAM Journal on Computing,1121,253,71,4.4,2.125,1.533,1700,Computer Science (all),79,47,226,Society for Industrial and Applied Mathematics,j, NO,1,FALSE,https://www.scopus.com/sourceid/28540,975397,10957111
28554,Soft Computing,16451,3196,75,5.1,1.463,0.626,1712,Software,69,121,389,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/28554,14327643,14337479
28587,Biomedical Instrumentation and Technology,135,303,22,0.4,0.41,0.206,1705,Computer Networks and Communications,7,311,334,Association for the Advancement of Medical Instrumentation,j, NO,4,FALSE,https://www.scopus.com/sourceid/28587,8998205,
28642,CMES - Computer Modeling in Engineering and Sciences,770,496,61,1.6,0.59,0.341,1706,Computer Science Applications,33,462,693,Tech Science Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/28642,15261492,15261506
28642,CMES - Computer Modeling in Engineering and Sciences,770,496,61,1.6,0.59,0.341,1712,Software,23,297,389,Tech Science Press,j, NO,4,FALSE,https://www.scopus.com/sourceid/28642,15261492,15261506
28704,Modelling and Simulation in Materials Science and Engineering,1678,450,76,3.7,0.875,0.687,1706,Computer Science Applications,65,243,693,Institute of Physics Publishing,j, NO,2,FALSE,https://www.scopus.com/sourceid/28704,9650393,1361651X
28887,Computer Fraud and Security,323,196,52,1.6,0.867,0.245,1700,Computer Science (all),45,124,226,Elsevier,j, NO,3,FALSE,https://www.scopus.com/sourceid/28887,13613723,
28888,Computer Law and Security Review,1329,274,66,4.9,2.442,0.815,1705,Computer Networks and Communications,75,83,334,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/28888,2673649,
28898,Computers and Security,7367,868,79,8.5,2.535,0.861,1700,Computer Science (all),92,18,226,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/28898,1674048,
28916,IEEE Security and Privacy,1157,261,69,4.4,1.365,0.53,1705,Computer Networks and Communications,72,94,334,IEEE,j, NO,2,FALSE,https://www.scopus.com/sourceid/28916,15407993,15584046
28918,IEEE Transactions on Dependable and Secure Computing,3927,283,91,13.9,3.236,1.274,1700,Computer Science (all),97,7,226,IEEE,j, NO,1,TRUE,https://www.scopus.com/sourceid/28918,15455971,
28931,Journal of Computer Security,167,84,64,2,0.516,0.201,1705,Computer Networks and Communications,42,192,334,IOS Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/28931,0926227X,18758924
28931,Journal of Computer Security,167,84,64,2,0.516,0.201,1712,Software,31,267,389,IOS Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/28931,0926227X,18758924
28931,Journal of Computer Security,167,84,64,2,0.516,0.201,1708,Hardware and Architecture,28,113,157,IOS Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/28931,0926227X,18758924
29053,Molecular Diversity,1131,323,78,3.5,0.741,0.385,1710,Information Systems,60,129,329,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/29053,13811991,1573501X
29089,Photonic Network Communications,1027,266,74,3.9,0.916,0.396,1705,Computer Networks and Communications,65,116,334,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/29089,1387974X,15728188
29089,Photonic Network Communications,1027,266,74,3.9,0.916,0.396,1708,Hardware and Architecture,57,67,157,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/29089,1387974X,15728188
29089,Photonic Network Communications,1027,266,74,3.9,0.916,0.396,1712,Software,56,169,389,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/29089,1387974X,15728188
29112,Photonics and Nanostructures - Fundamentals and Applications,1047,238,78,4.4,1.01,0.553,1708,Hardware and Architecture,63,58,157,Elsevier,j, NO,2,FALSE,https://www.scopus.com/sourceid/29112,15694410,15694429
29114,Engineering Optimization,2271,496,77,4.6,1.294,0.601,1706,Computer Science Applications,72,191,693,Taylor & Francis,j, NO,2,FALSE,https://www.scopus.com/sourceid/29114,0305215X,10290273
29161,ISPRS Journal of Photogrammetry and Remote Sensing,13615,915,88,14.9,3.054,2.96,1706,Computer Science Applications,97,16,693,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/29161,9242716,
29335,Education for Information,138,105,33,1.3,0.717,0.433,1710,Information Systems,29,233,329,IOS Press,j, NO,3,FALSE,https://www.scopus.com/sourceid/29335,1678329,18758649
29556,Journal of Bioinformatics and Computational Biology,497,218,70,2.3,0.483,0.339,1706,Computer Science Applications,46,371,693,World Scientific,j, NO,3,FALSE,https://www.scopus.com/sourceid/29556,2197200,17576334
29581,Journal of Computational Biology,1005,484,61,2.1,0.543,0.585,1703,Computational Theory and Mathematics,47,70,133,Mary Ann Liebert,j, NO,3,FALSE,https://www.scopus.com/sourceid/29581,10665277,15578666
29676,Quantum Information and Computation,426,166,58,2.6,0.788,0.504,1703,Computational Theory and Mathematics,56,58,133,"Rinton Press, Inc.",j, NO,2,FALSE,https://www.scopus.com/sourceid/29676,15337146,
29745,Information and Organization,611,63,78,9.7,2.448,3.298,1710,Information Systems,93,23,329,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/29745,14717727,
29805,ISA Transactions,11513,1323,84,8.7,2.049,1.147,1706,Computer Science Applications,91,61,693,Instrument Society of America,j, NO,1,TRUE,https://www.scopus.com/sourceid/29805,190578,
29859,Smart Materials and Structures,11851,1928,79,6.1,1.22,0.898,1711,Signal Processing,74,28,108,Institute of Physics Publishing,j, NO,2,FALSE,https://www.scopus.com/sourceid/29859,9641726,1361665X
30232,Economic Computation and Economic Cybernetics Studies and Research,475,296,53,1.6,0.656,0.258,1706,Computer Science Applications,34,456,693,Editura Academia de studii economice,j, NO,3,FALSE,https://www.scopus.com/sourceid/30232,0424267X,18423264
30286,"Journal of King Saud University, Engineering Sciences",1764,214,86,8.2,2.721,0.728,1705,Computer Networks and Communications,87,41,334,King Saud University,j, YES,1,FALSE,https://www.scopus.com/sourceid/30286,10183639,
30441,Computers and Electronics in Agriculture,16659,1946,82,8.6,2.383,1.208,1706,Computer Science Applications,90,69,693,Elsevier,j, NO,1,TRUE,https://www.scopus.com/sourceid/30441,1681699,
30611,Proceedings of the ACM SIGMOD International Conference on Management of Data,5508,772,72,7.1,2.541,0.949,1710,Information Systems,85,47,329,Association for Computing Machinery,p, NO,1,FALSE,https://www.scopus.com/sourceid/30611,,
30611,Proceedings of the ACM SIGMOD International Conference on Management of Data,5508,772,72,7.1,2.541,0.949,1712,Software,81,71,389,Association for Computing Machinery,p, NO,1,FALSE,https://www.scopus.com/sourceid/30611,,
31473,Conference on Human Factors in Computing Systems - Proceedings,29095,3496,87,8.3,1.58,0.326,1704,Computer Graphics and Computer-Aided Design,89,10,88,Association for Computing Machinery,p, NO,1,FALSE,https://www.scopus.com/sourceid/31473,,
31473,Conference on Human Factors in Computing Systems - Proceedings,29095,3496,87,8.3,1.58,0.326,1709,Human-Computer Interaction,87,15,120,Association for Computing Machinery,p, NO,1,FALSE,https://www.scopus.com/sourceid/31473,,
31473,Conference on Human Factors in Computing Systems - Proceedings,29095,3496,87,8.3,1.58,0.326,1712,Software,86,54,389,Association for Computing Machinery,p, NO,1,FALSE,https://www.scopus.com/sourceid/31473,,
31517,"IEEE Region 10 Annual International Conference, Proceedings/TENCON",4135,2643,53,1.6,0.357,0.178,1706,Computer Science Applications,33,461,693,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/31517,21593442,21593450
32211,"International Conference on Application-Specific Systems, Architectures and Processors, Proceedings",399,163,60,2.4,0.778,0.27,1705,Computer Networks and Communications,48,172,334,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/32211,10636862,
32211,"International Conference on Application-Specific Systems, Architectures and Processors, Proceedings",399,163,60,2.4,0.778,0.27,1708,Hardware and Architecture,36,100,157,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/32211,10636862,
32853,Journal of Information Processing,528,367,39,1.4,0.612,0.221,1700,Computer Science (all),40,136,226,Information Processing Society of Japan,j, NO,3,FALSE,https://www.scopus.com/sourceid/32853,3876101,
33201,Conference Record - International Conference on Communications,15341,3984,71,3.9,0.631,0.451,1705,Computer Networks and Communications,64,118,334,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/33201,5361486,
34202,Annual International Conference of the IEEE Engineering in Medicine and Biology - Proceedings,8555,5761,49,1.5,0.42,0.282,1711,Signal Processing,27,79,108,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/34202,1557170X 05891019,
34202,Annual International Conference of the IEEE Engineering in Medicine and Biology - Proceedings,8555,5761,49,1.5,0.42,0.282,1707,Computer Vision and Pattern Recognition,26,63,85,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/34202,1557170X 05891019,
35932,International Journal of Imaging Systems and Technology,613,220,60,2.8,0.909,0.359,1707,Computer Vision and Pattern Recognition,46,46,85,Wiley-Blackwell,j, NO,3,FALSE,https://www.scopus.com/sourceid/35932,8999457,10981098
35932,International Journal of Imaging Systems and Technology,613,220,60,2.8,0.909,0.359,1712,Software,42,226,389,Wiley-Blackwell,j, NO,3,FALSE,https://www.scopus.com/sourceid/35932,8999457,10981098
36450,Design Studies,997,171,71,5.8,2.575,0.91,1706,Computer Science Applications,79,145,693,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/36450,0142694X,
36450,Design Studies,997,171,71,5.8,2.575,0.91,1702,Artificial Intelligence,70,67,227,Elsevier,j, NO,2,FALSE,https://www.scopus.com/sourceid/36450,0142694X,
40067,Proceedings of SPIE - The International Society for Optical Engineering,40182,47933,34,0.8,0.261,0.192,1706,Computer Science Applications,16,578,693,SPIE,p, YES,4,FALSE,https://www.scopus.com/sourceid/40067,0277786X,1996756X
40107,Journal of Combinatorial Theory - Series A,1038,465,65,2.2,1.467,1.187,1703,Computational Theory and Mathematics,50,66,133,Elsevier,j, NO,2,FALSE,https://www.scopus.com/sourceid/40107,973165,10960899
51658,NTT Technical Review,345,443,53,0.8,0.409,0.19,1705,Computer Networks and Communications,17,277,334,Telecommunications Association,j, NO,4,FALSE,https://www.scopus.com/sourceid/51658,13483447,
51658,NTT Technical Review,345,443,53,0.8,0.409,0.19,1706,Computer Science Applications,15,587,693,Telecommunications Association,j, NO,4,FALSE,https://www.scopus.com/sourceid/51658,13483447,
51882,"IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers",2260,582,60,3.9,1.305,0.501,1704,Computer Graphics and Computer-Aided Design,67,29,88,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/51882,10923152,
51882,"IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers",2260,582,60,3.9,1.305,0.501,1706,Computer Science Applications,66,236,693,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/51882,10923152,
51882,"IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers",2260,582,60,3.9,1.305,0.501,1712,Software,57,167,389,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/51882,10923152,
54666,International Journal of Networking and Virtual Organisations,120,169,33,0.7,0.405,0.167,1705,Computer Networks and Communications,14,287,334,Inderscience Publishers,j, NO,4,FALSE,https://www.scopus.com/sourceid/54666,14709503,17415225
54666,International Journal of Networking and Virtual Organisations,120,169,33,0.7,0.405,0.167,1706,Computer Science Applications,13,597,693,Inderscience Publishers,j, NO,4,FALSE,https://www.scopus.com/sourceid/54666,14709503,17415225
56074,Human IT,2,14,14,0.1,0.013,0.134,1710,Information Systems,4,315,329,Hoegskolan i Boraas,j, NO,4,FALSE,https://www.scopus.com/sourceid/56074,14021501,
56074,Human IT,2,14,14,0.1,0.013,0.134,1709,Human-Computer Interaction,2,118,120,Hoegskolan i Boraas,j, NO,4,FALSE,https://www.scopus.com/sourceid/56074,14021501,
56825,Proceedings of the International Conference on Supercomputing,504,149,71,3.4,1.114,0.301,1700,Computer Science (all),72,63,226,Association for Computing Machinery,p, NO,2,FALSE,https://www.scopus.com/sourceid/56825,,
56965,International Conference on Digital Printing Technologies,47,136,26,0.3,0.134,0.11,1706,Computer Science Applications,6,648,693,society for imaging science and technology,p, NO,4,FALSE,https://www.scopus.com/sourceid/56965,,
57354,"Proceedings of the ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming, PPOPP",891,200,72,4.5,1.306,0.339,1712,Software,60,154,389,Association for Computing Machinery,p, NO,2,FALSE,https://www.scopus.com/sourceid/57354,,
57810,Journal of Cultural Heritage,3620,709,79,5.1,1.644,0.663,1706,Computer Science Applications,75,173,693,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/57810,12962074,
57844,Journal of Molecular Modeling,3560,1419,66,2.5,0.58,0.363,1703,Computational Theory and Mathematics,56,59,133,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/57844,16102940,9485023
57844,Journal of Molecular Modeling,3560,1419,66,2.5,0.58,0.363,1706,Computer Science Applications,50,345,693,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/57844,16102940,9485023
58655,Journal of Systems Engineering and Electronics,1266,483,65,2.6,0.85,0.301,1706,Computer Science Applications,52,331,693,Science Press,j, NO,2,FALSE,https://www.scopus.com/sourceid/58655,16711793,
58745,Proceedings - International Conference on Data Engineering,2822,735,68,3.8,1.714,0.436,1710,Information Systems,65,115,329,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/58745,,
58745,Proceedings - International Conference on Data Engineering,2822,735,68,3.8,1.714,0.436,1711,Signal Processing,58,45,108,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/58745,,
58745,Proceedings - International Conference on Data Engineering,2822,735,68,3.8,1.714,0.436,1712,Software,56,171,389,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/58745,,
66854,IEEE International Conference on Intelligent Robots and Systems,14477,4012,59,3.6,1.083,0.597,1706,Computer Science Applications,63,251,693,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/66854,,
66854,IEEE International Conference on Intelligent Robots and Systems,14477,4012,59,3.6,1.083,0.597,1707,Computer Vision and Pattern Recognition,57,37,85,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/66854,,
66854,IEEE International Conference on Intelligent Robots and Systems,14477,4012,59,3.6,1.083,0.597,1712,Software,52,184,389,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/66854,,
69957,Proceedings of the International Conference on Parallel and Distributed Systems - ICPADS,515,476,41,1.1,0.444,0.212,1708,Hardware and Architecture,12,138,157,IEEE,p, NO,4,FALSE,https://www.scopus.com/sourceid/69957,,
72242,International Journal of Computer Vision,6069,404,81,15,4.041,1.78,1712,Software,96,13,389,Springer Nature,j, NO,1,TRUE,https://www.scopus.com/sourceid/72242,9205691,15731405
72242,International Journal of Computer Vision,6069,404,81,15,4.041,1.78,1702,Artificial Intelligence,95,10,227,Springer Nature,j, NO,1,TRUE,https://www.scopus.com/sourceid/72242,9205691,15731405
72242,International Journal of Computer Vision,6069,404,81,15,4.041,1.78,1707,Computer Vision and Pattern Recognition,93,6,85,Springer Nature,j, NO,1,TRUE,https://www.scopus.com/sourceid/72242,9205691,15731405
74292,Foundry Trade Journal International,3,56,5,0.1,0.141,0.112,1710,Information Systems,1,323,329,FMJ International Publications Ltd,d, NO,4,FALSE,https://www.scopus.com/sourceid/74292,17589789,
74292,Foundry Trade Journal International,3,56,5,0.1,0.141,0.112,1712,Software,1,385,389,FMJ International Publications Ltd,d, NO,4,FALSE,https://www.scopus.com/sourceid/74292,17589789,
74910,Proceedings - Symposium on Computer Arithmetic,97,76,53,1.3,0.952,0.351,1712,Software,18,317,389,IEEE,p, NO,4,FALSE,https://www.scopus.com/sourceid/74910,,
74910,Proceedings - Symposium on Computer Arithmetic,97,76,53,1.3,0.952,0.351,1708,Hardware and Architecture,15,133,157,IEEE,p, NO,4,FALSE,https://www.scopus.com/sourceid/74910,,
78470,Discrete Mathematics and Theoretical Computer Science,159,116,58,1.4,1.202,0.498,1700,Computer Science (all),37,141,226,Maison de l'informatique et des mathematiques discretes,j, NO,3,FALSE,https://www.scopus.com/sourceid/78470,13658050,
79015,Kongzhi yu Juece/Control and Decision,2032,1333,53,1.5,0.603,0.233,1702,Artificial Intelligence,23,174,227,Northeastern University,j, NO,4,FALSE,https://www.scopus.com/sourceid/79015,10010920,
79015,Kongzhi yu Juece/Control and Decision,2032,1333,53,1.5,0.603,0.233,1712,Software,22,302,389,Northeastern University,j, NO,4,FALSE,https://www.scopus.com/sourceid/79015,10010920,
81474,Proceedings of the ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems,784,161,73,4.9,1.696,0.949,1710,Information Systems,74,84,329,Association for Computing Machinery,p, NO,2,FALSE,https://www.scopus.com/sourceid/81474,,
81474,Proceedings of the ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems,784,161,73,4.9,1.696,0.949,1708,Hardware and Architecture,68,50,157,Association for Computing Machinery,p, NO,2,FALSE,https://www.scopus.com/sourceid/81474,,
81474,Proceedings of the ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems,784,161,73,4.9,1.696,0.949,1712,Software,66,129,389,Association for Computing Machinery,p, NO,2,FALSE,https://www.scopus.com/sourceid/81474,,
82000,International Geoscience and Remote Sensing Symposium (IGARSS),7288,7038,39,1,0.325,0.264,1706,Computer Science Applications,22,541,693,IEEE,p, NO,4,FALSE,https://www.scopus.com/sourceid/82000,,
84128,Proceedings of the IEEE International Conference on Industrial Technology,2586,1066,63,2.4,0.489,0.232,1706,Computer Science Applications,48,354,693,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/84128,,
85329,Proceedings - Real-Time Systems Symposium,539,205,53,2.6,0.974,0.366,1705,Computer Networks and Communications,51,163,334,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/85329,,
85329,Proceedings - Real-Time Systems Symposium,539,205,53,2.6,0.974,0.366,1712,Software,40,232,389,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/85329,,
85329,Proceedings - Real-Time Systems Symposium,539,205,53,2.6,0.974,0.366,1708,Hardware and Architecture,39,96,157,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/85329,,
87936,Moshi Shibie yu Rengong Zhineng/Pattern Recognition and Artificial Intelligence,569,464,44,1.2,0.447,0.161,1702,Artificial Intelligence,19,183,227,J Pattern Recognit Artif Intell,j, NO,4,FALSE,https://www.scopus.com/sourceid/87936,10036059,
87936,Moshi Shibie yu Rengong Zhineng/Pattern Recognition and Artificial Intelligence,569,464,44,1.2,0.447,0.161,1707,Computer Vision and Pattern Recognition,19,69,85,J Pattern Recognit Artif Intell,j, NO,4,FALSE,https://www.scopus.com/sourceid/87936,10036059,
87936,Moshi Shibie yu Rengong Zhineng/Pattern Recognition and Artificial Intelligence,569,464,44,1.2,0.447,0.161,1712,Software,17,321,389,J Pattern Recognit Artif Intell,j, NO,4,FALSE,https://www.scopus.com/sourceid/87936,10036059,
88345,Journal of Global Optimization,1765,475,72,3.7,1.532,0.861,1706,Computer Science Applications,64,246,693,Springer Nature,j, NO,2,FALSE,https://www.scopus.com/sourceid/88345,9255001,15732916
88865,IEEE AFRICON Conference,39,196,14,0.2,0.044,0.104,1706,Computer Science Applications,4,665,693,IEEE,p, NO,4,FALSE,https://www.scopus.com/sourceid/88865,21530025,21530033
88934,Journal of Cases on Information Technology,126,71,54,1.8,0.568,0.228,1706,Computer Science Applications,38,429,693,IGI Global Publishing,j, NO,3,FALSE,https://www.scopus.com/sourceid/88934,15487717,15487725
88934,Journal of Cases on Information Technology,126,71,54,1.8,0.568,0.228,1710,Information Systems,38,204,329,IGI Global Publishing,j, NO,3,FALSE,https://www.scopus.com/sourceid/88934,15487717,15487725
89358,Proceedings of the ACM Symposium on Applied Computing,2787,1261,63,2.2,0.597,0.248,1712,Software,34,255,389,Association for Computing Machinery,p, NO,3,FALSE,https://www.scopus.com/sourceid/89358,,
90600,Proceedings of the ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI),1710,292,80,5.9,1.488,0.428,1712,Software,73,102,389,Association for Computing Machinery,p, NO,2,FALSE,https://www.scopus.com/sourceid/90600,,
94067,Proceedings of the Annual ACM Symposium on Principles of Distributed Computing,1041,273,65,3.8,1.528,0.973,1705,Computer Networks and Communications,64,119,334,Association for Computing Machinery,p, NO,2,FALSE,https://www.scopus.com/sourceid/94067,,
94067,Proceedings of the Annual ACM Symposium on Principles of Distributed Computing,1041,273,65,3.8,1.528,0.973,1708,Hardware and Architecture,55,70,157,Association for Computing Machinery,p, NO,2,FALSE,https://www.scopus.com/sourceid/94067,,
94067,Proceedings of the Annual ACM Symposium on Principles of Distributed Computing,1041,273,65,3.8,1.528,0.973,1712,Software,55,175,389,Association for Computing Machinery,p, NO,2,FALSE,https://www.scopus.com/sourceid/94067,,
95101,IEEE Transactions on Robotics,7488,451,89,16.6,4.204,2.027,1706,Computer Science Applications,98,13,693,IEEE,j, NO,1,TRUE,https://www.scopus.com/sourceid/95101,15523098,
96537,Proceedings of the International Joint Conference on Neural Networks,7863,3295,50,2.4,0.791,0.319,1712,Software,37,244,389,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/96537,,
96537,Proceedings of the International Joint Conference on Neural Networks,7863,3295,50,2.4,0.791,0.319,1702,Artificial Intelligence,37,143,227,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/96537,,
98245,Library Resources and Technical Services,45,57,39,0.8,0.723,0.342,1710,Information Systems,16,275,329,American Library Association,j, NO,4,FALSE,https://www.scopus.com/sourceid/98245,242527,
100459,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,2616,273,89,9.6,2.164,0.718,1708,Hardware and Architecture,93,11,157,Association for Computing Machinery,p, NO,1,TRUE,https://www.scopus.com/sourceid/100459,,
100459,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,2616,273,89,9.6,2.164,0.718,1710,Information Systems,92,24,329,Association for Computing Machinery,p, NO,1,TRUE,https://www.scopus.com/sourceid/100459,,
100459,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,2616,273,89,9.6,2.164,0.718,1712,Software,90,39,389,Association for Computing Machinery,p, NO,1,TRUE,https://www.scopus.com/sourceid/100459,,
101377,Journal of Imaging Science and Technology,195,212,40,0.9,0.352,0.157,1706,Computer Science Applications,19,560,693,Society for Imaging Science and Technology,j, NO,4,FALSE,https://www.scopus.com/sourceid/101377,10623701,19433522
110111,IEEE Intelligent Systems,1789,198,78,9,2.402,0.806,1705,Computer Networks and Communications,91,30,334,IEEE,j, NO,1,TRUE,https://www.scopus.com/sourceid/110111,15411672,
110111,IEEE Intelligent Systems,1789,198,78,9,2.402,0.806,1702,Artificial Intelligence,87,28,227,IEEE,j, NO,1,FALSE,https://www.scopus.com/sourceid/110111,15411672,
110327,Computers and Geosciences,4100,634,82,6.5,1.656,0.936,1710,Information Systems,83,55,329,Elsevier,j, NO,1,FALSE,https://www.scopus.com/sourceid/110327,983004,
110362,Proceedings of the ACM Conference on Computer and Communications Security,9064,914,70,9.9,2.628,1.023,1705,Computer Networks and Communications,93,23,334,Association for Computing Machinery,p, NO,1,TRUE,https://www.scopus.com/sourceid/110362,,
110362,Proceedings of the ACM Conference on Computer and Communications Security,9064,914,70,9.9,2.628,1.023,1712,Software,90,38,389,Association for Computing Machinery,p, NO,1,TRUE,https://www.scopus.com/sourceid/110362,,
110527,Proceedings of the Annual ACM-SIAM Symposium on Discrete Algorithms,3378,633,85,5.3,2.16,1.756,1712,Software,70,117,389,Association for Computing Machinery,p, NO,2,FALSE,https://www.scopus.com/sourceid/110527,,
110544,"Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing",28867,6307,69,4.6,1.188,0.546,1711,Signal Processing,68,34,108,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/110544,7367791,
110544,"Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing",28867,6307,69,4.6,1.188,0.546,1712,Software,62,145,389,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/110544,7367791,
110561,Proceedings of the IEEE International Conference on Computer Vision,63026,1696,98,37.2,8.648,4.133,1712,Software,99,3,389,IEEE,p, NO,1,TRUE,https://www.scopus.com/sourceid/110561,,
110561,Proceedings of the IEEE International Conference on Computer Vision,63026,1696,98,37.2,8.648,4.133,1707,Computer Vision and Pattern Recognition,98,2,85,IEEE,p, NO,1,TRUE,https://www.scopus.com/sourceid/110561,,
110565,IEEE International Conference on Fuzzy Systems,2045,1123,57,1.8,0.557,0.28,1702,Artificial Intelligence,28,162,227,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/110565,10987584,
110565,IEEE International Conference on Fuzzy Systems,2045,1123,57,1.8,0.557,0.28,1712,Software,28,280,389,IEEE,p, NO,3,FALSE,https://www.scopus.com/sourceid/110565,10987584,
110567,IEEE International Symposium on Information Theory - Proceedings,6905,2462,60,2.8,0.686,0.6,1710,Information Systems,51,159,329,IEEE,p, NO,2,FALSE,https://www.scopus.com/sourceid/110567,21578095,
120165,"Proceedings of the Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises, WET ICE",3,56,5,0.1,0,0,1712,Software,1,385,389,IEEE,p,NO,4,FALSE,https://www.scopus.com/sourceid/120165,15244547,
120165,"Proceedings of the Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises, WET ICE",3,56,5,0.1,0,0,1708,Hardware and Architecture,0,156,157,IEEE,p,NO,4,FALSE,https://www.scopus.com/sourceid/120165,15244547,
